# ENERGY SUPPLY GROUP 01
#
# This supply system consists of 22500 solar panels
# and 635 wind turbines in Eindhoven.
#
# Column 1: Time in minutes since Jan 1st 00:00
# Column 2: Power output of the supply in MW
#
0,300
15,300
30,300
45,300
60,300
75,300
90,300
105,300
120,300
135,300
150,300
165,300
180,300
195,300
210,300
225,300
240,300
255,300
270,300
285,300
300,300
315,300
330,300
345,300
360,300
375,300
390,300
405,300
420,300
435,300
450,300
465,300
480,300
495,300
510,300
525,300
540,300
555,300
570,300
585,300
600,300
615,300
630,300
645,300
660,300
675,300
690,300
705,300
720,300
735,300
750,300
765,300
780,300
795,300
810,300
825,300
840,300
855,300
870,300
885,300
900,300
915,300
930,300
945,300
960,300
975,300
990,300
1005,300
1020,300
1035,300
1050,300
1065,300
1080,300
1095,300
1110,300
1125,300
1140,300
1155,300
1170,300
1185,300
1200,300
1215,300
1230,300
1245,300
1260,300
1275,300
1290,300
1305,300
1320,300
1335,300
1350,300
1365,300
1380,300
1395,300
1410,300
1425,300
1440,300
1455,300
1470,300
1485,300
1500,300
1515,300
1530,300
1545,300
1560,300
1575,300
1590,300
1605,300
1620,300
1635,300
1650,300
1665,300
1680,300
1695,300
1710,300
1725,300
1740,300
1755,300
1770,300
1785,300
1800,300
1815,300
1830,300
1845,300
1860,300
1875,300
1890,300
1905,300
1920,300
1935,300
1950,300
1965,300
1980,300
1995,300
2010,300
2025,300
2040,300
2055,300
2070,300
2085,300
2100,300
2115,300
2130,300
2145,300
2160,300
2175,300
2190,300
2205,300
2220,300
2235,300
2250,300
2265,300
2280,300
2295,300
2310,300
2325,300
2340,300
2355,300
2370,300
2385,300
2400,300
2415,300
2430,300
2445,300
2460,300
2475,300
2490,300
2505,300
2520,300
2535,300
2550,300
2565,300
2580,300
2595,300
2610,300
2625,300
2640,300
2655,300
2670,300
2685,300
2700,300
2715,300
2730,300
2745,300
2760,300
2775,300
2790,300
2805,300
2820,300
2835,300
2850,300
2865,300
2880,300
2895,300
2910,300
2925,300
2940,300
2955,300
2970,300
2985,300
3000,300
3015,300
3030,300
3045,300
3060,300
3075,300
3090,300
3105,300
3120,300
3135,300
3150,300
3165,300
3180,300
3195,300
3210,300
3225,300
3240,300
3255,300
3270,300
3285,300
3300,300
3315,300
3330,300
3345,300
3360,300
3375,300
3390,300
3405,300
3420,300
3435,300
3450,300
3465,300
3480,300
3495,300
3510,300
3525,300
3540,300
3555,300
3570,300
3585,300
3600,300
3615,300
3630,300
3645,300
3660,300
3675,300
3690,300
3705,300
3720,300
3735,300
3750,300
3765,300
3780,300
3795,300
3810,300
3825,300
3840,300
3855,300
3870,300
3885,300
3900,300
3915,300
3930,300
3945,300
3960,300
3975,300
3990,300
4005,300
4020,300
4035,300
4050,300
4065,300
4080,300
4095,300
4110,300
4125,300
4140,300
4155,300
4170,300
4185,300
4200,300
4215,300
4230,300
4245,300
4260,300
4275,300
4290,300
4305,300
4320,300
4335,300
4350,300
4365,300
4380,300
4395,300
4410,300
4425,300
4440,300
4455,300
4470,300
4485,300
4500,300
4515,300
4530,300
4545,300
4560,300
4575,300
4590,300
4605,300
4620,300
4635,300
4650,300
4665,300
4680,300
4695,300
4710,300
4725,300
4740,300
4755,300
4770,300
4785,300
4800,300
4815,300
4830,300
4845,300
4860,300
4875,300
4890,300
4905,300
4920,300
4935,300
4950,300
4965,300
4980,300
4995,300
5010,300
5025,300
5040,300
5055,300
5070,300
5085,300
5100,300
5115,300
5130,300
5145,300
5160,300
5175,300
5190,300
5205,300
5220,300
5235,300
5250,300
5265,300
5280,300
5295,300
5310,300
5325,300
5340,300
5355,300
5370,300
5385,300
5400,300
5415,300
5430,300
5445,300
5460,300
5475,300
5490,300
5505,300
5520,300
5535,300
5550,300
5565,300
5580,300
5595,300
5610,300
5625,300
5640,300
5655,300
5670,300
5685,300
5700,300
5715,300
5730,300
5745,300
5760,300
5775,300
5790,300
5805,300
5820,300
5835,300
5850,300
5865,300
5880,300
5895,300
5910,300
5925,300
5940,300
5955,300
5970,300
5985,300
6000,300
6015,300
6030,300
6045,300
6060,300
6075,300
6090,300
6105,300
6120,300
6135,300
6150,300
6165,300
6180,300
6195,300
6210,300
6225,300
6240,300
6255,300
6270,300
6285,300
6300,300
6315,300
6330,300
6345,300
6360,300
6375,300
6390,300
6405,300
6420,300
6435,300
6450,300
6465,300
6480,300
6495,300
6510,300
6525,300
6540,300
6555,300
6570,300
6585,300
6600,300
6615,300
6630,300
6645,300
6660,300
6675,300
6690,300
6705,300
6720,300
6735,300
6750,300
6765,300
6780,300
6795,300
6810,300
6825,300
6840,300
6855,300
6870,300
6885,300
6900,300
6915,300
6930,300
6945,300
6960,300
6975,300
6990,300
7005,300
7020,300
7035,300
7050,300
7065,300
7080,300
7095,300
7110,300
7125,300
7140,300
7155,300
7170,300
7185,300
7200,300
7215,300
7230,300
7245,300
7260,300
7275,300
7290,300
7305,300
7320,300
7335,300
7350,300
7365,300
7380,300
7395,300
7410,300
7425,300
7440,300
7455,300
7470,300
7485,300
7500,300
7515,300
7530,300
7545,300
7560,300
7575,300
7590,300
7605,300
7620,300
7635,300
7650,300
7665,300
7680,300
7695,300
7710,300
7725,300
7740,300
7755,300
7770,300
7785,300
7800,300
7815,300
7830,300
7845,300
7860,300
7875,300
7890,300
7905,300
7920,300
7935,300
7950,300
7965,300
7980,300
7995,300
8010,300
8025,300
8040,300
8055,300
8070,300
8085,300
8100,300
8115,300
8130,300
8145,300
8160,300
8175,300
8190,300
8205,300
8220,300
8235,300
8250,300
8265,300
8280,300
